username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
mediatorem2017;2017/03/20;0;0;"@lmschultz5 @anataliedz1 If it does miracualously someone will have a new invention. Mars rover battery?";;@lmschultz5 @anataliedz1;;"843973662944452608";https://twitter.com/mediatorem2017/status/843973662944452608
DrMarsRover;2017/03/20;0;1;"@TheFeelofFilm Woohoo! Nice for mom ;-)";;@TheFeelofFilm;;"843961027620290560";https://twitter.com/DrMarsRover/status/843961027620290560
dancetronauts;2017/03/20;2;1;"@dancetronauts reporting in at @nasajpl alongside the mars_rover_curiosity marscuriositynasa… https://www.instagram.com/p/BR4KEmQhF0j/ ";;@dancetronauts @nasajpl;;"843959222857482240";https://twitter.com/dancetronauts/status/843959222857482240
Elusieum;2017/03/20;0;4;"2020: busy year for Mars, with a planned Chinese Mars Rover, SpaceX Dragon landing, UAE HOPE mission, in addition to @NASA plans #LPSC2017";;@NASA;#LPSC2017;"843957308996698112";https://twitter.com/Elusieum/status/843957308996698112
QuantumDoc;2017/03/20;0;0;"FOOTPRINT AND ODDITIES FILMED ON MARS BY MARS ROVER - A COLLECTION - UFO MAN https://lnkd.in/gSpbjm5 ";;;;"843956182326829056";https://twitter.com/QuantumDoc/status/843956182326829056
karlughhh;2017/03/20;0;0;"idk how people can type out an essay in under an hour, it takes me 8 hours, a goat and the mars rover's full blueprint just to get started";;;;"843952920471199745";https://twitter.com/karlughhh/status/843952920471199745
niamhiepoos;2017/03/20;0;1;"Top story: NASA Tests Life-Detecting Mars Rover Tech in Brutal Chilean Desert -… http://www.seeker.com/nasa-tests-life-detecting-mars-rover-tech-in-brutal-chilean-desert-2316685596.html …, see more http://tweetedtimes.com/niamhiepoos?s=tnp …";;;;"843950638727909376";https://twitter.com/niamhiepoos/status/843950638727909376
Sci_Phile;2017/03/20;15;181;"One of the fetch quests in Mass Effect Andromeda is called "Hitting Rocks for Science." This is what I will now call Mars rover operations.";;;;"843945330840293376";https://twitter.com/Sci_Phile/status/843945330840293376
JNanGrand;2017/03/20;0;0;"My students loved Mission to Mars Rover building today! Thanks again @humbernemteamhttps://twitter.com/HumberwoodDowns/status/843893409488211968 …";;@humbernemteamhttps;;"843939090961764352";https://twitter.com/JNanGrand/status/843939090961764352
SantiagoTimes;2017/03/20;2;1;"NASA Tests Mars Rover In Chile’s Atacama Desert http://santiagotimes.cl/2017/03/20/nasa-tests-mars-rover-in-chiles-atacama-desert/ … #NASA #Atacama #news #Chile #space #latinAmerica #Sciencenews";;;#NASA #Atacama #news #Chile #space #latinAmerica #Sciencenews;"843936952969842690";https://twitter.com/SantiagoTimes/status/843936952969842690
govi47;2017/03/20;3;3;"Hello from #Mars NavCam onboard NASA's Mars Rover Curiosity Sol 1642/March 20 /2017 pic.twitter.com/rgTy8ZpoxE";;;#Mars;"843935789574754305";https://twitter.com/govi47/status/843935789574754305
FrazierWortho;2017/03/20;2;13;"BREAKING NEWS: Alien life forms spotted by mars rover pic.twitter.com/zqpQmkFLZ9";;;;"843917400940732418";https://twitter.com/FrazierWortho/status/843917400940732418
PracticalLefty;2017/03/20;0;0;"@RogueNASA trying to imagine private companies funding Mars Rover & this project. "Where's the profit? When will my investment pay off?"";;@RogueNASA;;"843915902949232642";https://twitter.com/PracticalLefty/status/843915902949232642
Mars_Rover1;2017/03/20;0;0;"@SihleDLK nobody owes you anything!";;@SihleDLK;;"843914907791822848";https://twitter.com/Mars_Rover1/status/843914907791822848
RougeNASA;2017/03/20;1;1;"RT RogueNASA: NASA Tests Life-Detecting Mars Rover Tech in Brutal Chilean Desert http://www.seeker.com/nasa-tests-life-detecting-mars-rover-tech-in-brutal-chilean-desert-2316685596.html?utm_content=bufferec698&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer …";;;;"843914550823059456";https://twitter.com/RougeNASA/status/843914550823059456
samroza;2017/03/20;0;0;"RT RogueNASA "NASA Tests Life-Detecting Mars Rover Tech in Brutal Chilean Desert http://www.seeker.com/nasa-tests-life-detecting-mars-rover-tech-in-brutal-chilean-desert-2316685596.html?utm_content=bufferec698&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer …"";;;;"843914087302139904";https://twitter.com/samroza/status/843914087302139904
NealvRogers;2017/03/20;0;0;"RT RogueNASA "NASA Tests Life-Detecting Mars Rover Tech in Brutal Chilean Desert http://www.seeker.com/nasa-tests-life-detecting-mars-rover-tech-in-brutal-chilean-desert-2316685596.html?utm_content=bufferec698&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer …"";;;;"843913598485381122";https://twitter.com/NealvRogers/status/843913598485381122
RogueNASA;2017/03/20;77;282;"NASA Tests Life-Detecting Mars Rover Tech in Brutal Chilean Desert http://www.seeker.com/nasa-tests-life-detecting-mars-rover-tech-in-brutal-chilean-desert-2316685596.html?utm_content=bufferec698&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer …";;;;"843913491794792449";https://twitter.com/RogueNASA/status/843913491794792449
MarsRoverUH;2017/03/20;0;0;"Typist me...follow me therehttps://twitter.com/EaberingEdgar/status/843900161067687936 …";;;;"843900896849215488";https://twitter.com/MarsRoverUH/status/843900896849215488
TheMarsGen;2017/03/20;13;24;"" #NASA Tests Life-Detecting #Mars Rover Tech in Brutal Chilean Desert" http://buff.ly/2nTAX1R ";;;#NASA #Mars;"843898212192862208";https://twitter.com/TheMarsGen/status/843898212192862208
warbird;2017/03/20;0;0;"I liked a @YouTube video http://youtu.be/ujk0UKEPb8Q?a  Mars Rover Test Drive";;@YouTube;;"843892313944481792";https://twitter.com/warbird/status/843892313944481792
lemons_rights;2017/03/20;5;23;"Me: I think I have an idea for getting humans to mars [later] *mars rover adjusts thermostat 1° and a colony of dads appears, furious*";;;;"843876137315041280";https://twitter.com/lemons_rights/status/843876137315041280
ladyanakina;2017/03/20;0;0;"What being a #Mars rover feels like. http://fb.me/20HhmQfAT ";;;#Mars;"843873081307402241";https://twitter.com/ladyanakina/status/843873081307402241
ProfAbelMendez;2017/03/20;2;4;"Mars Rover Tests Driving, Drilling and Detecting Life in Chile’s High Desert - Astrobiology Magazine http://bit.ly/2neBFdc pic.twitter.com/RQ7H2vqgUc";;;;"843854159829000192";https://twitter.com/ProfAbelMendez/status/843854159829000192
holselar2;2017/03/20;0;0;"Top Secret Photos From The Mars Rover That NASA Tried To Keep Hidden http://bit.ly/2mTqzrP ";;;;"843853486039224320";https://twitter.com/holselar2/status/843853486039224320
alien_cosmos;2017/03/20;0;0;"New post (FOOTPRINT AND ODDITIES FILMED ON MARS BY MARS ROVER - A COLLECTION - UFO MAN) has been published on - http://www.aliencosmos.com/footprint-and-oddities-filmed-on-mars-by-mars-rover-a-collection-ufo-man/ …pic.twitter.com/jE8eHONRbB";;;;"843851870321827840";https://twitter.com/alien_cosmos/status/843851870321827840
MarsRover12;2017/03/20;0;2;"@Jennyy_D MY SONNNNNNGGGGhttps://twitter.com/girlposts/status/843815140323741696 …";;@Jennyy_D;;"843848485271212033";https://twitter.com/MarsRover12/status/843848485271212033
DrMarsRover;2017/03/20;0;2;"@ILFORDPhoto @TheFeelofFilm there's a woodpecker on our chimney caps every day! But thankfully not at 4:40 am";;@ILFORDPhoto @TheFeelofFilm;;"843846873437814784";https://twitter.com/DrMarsRover/status/843846873437814784
DrMarsRover;2017/03/20;0;0;"@AllThingsEla why would you stop writing once the novel is done?";;@AllThingsEla;;"843846579756777472";https://twitter.com/DrMarsRover/status/843846579756777472
Carolina_2022;2017/03/20;0;1;"FOOTPRINT AND ODDITIES FILMED ON MARS BY MARS ROVER - A COLLECTION - UFO MAN http://ift.tt/2ns1CWY ";;;;"843842810960863232";https://twitter.com/Carolina_2022/status/843842810960863232
Mars_Rover1;2017/03/20;0;0;"@mthombothi @DavidMaynierpic.twitter.com/uRxdUAhDNE";;@mthombothi @DavidMaynierpic;;"843838629831151618";https://twitter.com/Mars_Rover1/status/843838629831151618
sowen246;2017/03/20;0;1;"@PlanetDr @startorialist That is totally cool! Have you seen Emily Lakdawalla's Mars Rover panorama dress?";;@PlanetDr @startorialist;;"843834691606274048";https://twitter.com/sowen246/status/843834691606274048
DrMarsRover;2017/03/20;0;1;"@Grumpyfck @ILFORDPhoto this is terrific! He's taking it in and ready to roll";;@Grumpyfck @ILFORDPhoto;;"843830076953182208";https://twitter.com/DrMarsRover/status/843830076953182208
DrMarsRover;2017/03/20;0;1;"@ChelleCaldwell strong and elegant";;@ChelleCaldwell;;"843829313153581056";https://twitter.com/DrMarsRover/status/843829313153581056
DrMarsRover;2017/03/20;0;0;"@ChelleCaldwell great photo!";;@ChelleCaldwell;;"843828915437092864";https://twitter.com/DrMarsRover/status/843828915437092864
MartinVlada;2017/03/20;0;0;"FOOTPRINT AND ODDITIES FILMED ON MARS BY MARS ROVER - A COLLECTION - UFO... https://www.youtube.com/watch?v=-Yub5hypjFM&feature=share …";;;;"843826148610129921";https://twitter.com/MartinVlada/status/843826148610129921
DrMarsRover;2017/03/20;0;1;"@chichic @Paper_Pool looks great! Congratulations!";;@chichic @Paper_Pool;;"843826083673718786";https://twitter.com/DrMarsRover/status/843826083673718786
KHCPL;2017/03/20;0;0;"Today's your chance to learn from a woman who helped develop the Mars Rover. #discovertech #ops4you http://fb.me/1ggtJHryu ";;;#discovertech #ops4you;"843824998590664704";https://twitter.com/KHCPL/status/843824998590664704
KHCPL;2017/03/20;0;0;"Today's your chance to learn from a woman who helped develop the Mars Rover. #discovertech #ops4youpic.twitter.com/NBHB8zse6i";;;#discovertech #ops4youpic;"843824986129416197";https://twitter.com/KHCPL/status/843824986129416197
Neurala;2017/03/20;0;2;".#@NASA’s Mars Rover's Deep Learning #A.I. Could Help Drive #Autonomous Cars https://goo.gl/2kNwPB pic.twitter.com/a514bT56Qj";;@NASA;# #A #Autonomous;"843821945867177984";https://twitter.com/Neurala/status/843821945867177984
DrMarsRover;2017/03/20;0;2;"@TheFeelofFilm I'd have to check - there's a nice app that tells you the planet's and constellations. But tiny and red usually means Mars.";;@TheFeelofFilm;;"843815574165626880";https://twitter.com/DrMarsRover/status/843815574165626880
CB_cjust;2017/03/20;0;0;"LTE-Empfang auf dem Mond: Vodafone schickt Mars-Rover 2018 zur Landestelle von Apollo 17 (7.12.72), um das alte Mondfahrzeug zu untersuchen pic.twitter.com/qE3HivPSqt";;;;"843814412104450049";https://twitter.com/CB_cjust/status/843814412104450049
DrMarsRover;2017/03/20;0;1;"@TheFeelofFilm wow! Where are you?";;@TheFeelofFilm;;"843812981133647873";https://twitter.com/DrMarsRover/status/843812981133647873
a_hutty;2017/03/20;1;21;"Blazing across Europe by train, with my suitcase full of Mars rover bits to hand deliver to our subcontractors. You know, standard Monday.";;;;"843782080207212544";https://twitter.com/a_hutty/status/843782080207212544
AlastairMcA30;2017/03/20;0;0;"@ChapeauToYou 'Gosh, Joe, 54% of Daily Sun readers think our Mars Rover needs tinkering. Guess it's back to the drawing board!'";;@ChapeauToYou;;"843774956811010048";https://twitter.com/AlastairMcA30/status/843774956811010048
Mars_Rover1;2017/03/20;0;2;"@Funode92 @DaveHendrick_ or turn with it";;@Funode92 @DaveHendrick_;;"843763776520437760";https://twitter.com/Mars_Rover1/status/843763776520437760
Mars_Rover1;2017/03/20;0;0;"@GreyEngineer I'll take you up on that the next time I'm near there! :D";;@GreyEngineer;;"843763275951210497";https://twitter.com/Mars_Rover1/status/843763275951210497
