username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2012/10/09;910;210;"President Obama: "Let's go vote. Let's go win this election." http://OFA.BO/aJxD8C ";;;;"255805069985996800";https://twitter.com/BarackObama/status/255805069985996800
;2012/10/09;1019;258;"President Obama: "We understand that America's not what can be done for us, it's about what can be done by us—as one nation, as one people."";;;;"255799938846433281";https://twitter.com/BarackObama/status/255799938846433281
;2012/10/09;2298;541;""Gov. Romney said it was 'tragic' to end the war in Iraq. I disagree. I think it was the right thing to do."—President Obama";;;;"255797463317901312";https://twitter.com/BarackObama/status/255797463317901312
;2012/10/09;901;176;"POTUS: "We can gut education to pay for Gov. Romney’s tax cuts, or we can do what I propose—recruit 100,000 math and science teachers."";;;;"255796148831395840";https://twitter.com/BarackObama/status/255796148831395840
;2012/10/09;1392;319;""Climate change is not a hoax. More droughts and wildfires are not a joke. They're a threat to your future."—President Obama";;;;"255793662179549184";https://twitter.com/BarackObama/status/255793662179549184
;2012/10/09;765;193;"President Obama: "Today, the United States is less dependent on foreign oil than at any time in the last two decades."";;;;"255792434657771520";https://twitter.com/BarackObama/status/255792434657771520
;2012/10/09;703;189;"President Obama: "I believe we can create more jobs by controlling more of our own energy."";;;;"255791154581352448";https://twitter.com/BarackObama/status/255791154581352448
;2012/10/09;1175;289;"President Obama: "A strong economy doesn’t trickle down from the top—it comes from a thriving middle class."";;;;"255790201761329152";https://twitter.com/BarackObama/status/255790201761329152
;2012/10/09;1672;331;"President Obama: "The last thing we can afford to do now is to go back to the same policies that got us into this mess in the first place."";;;;"255788619594362880";https://twitter.com/BarackObama/status/255788619594362880
;2012/10/09;716;153;""Manufacturing is coming back to America. Home values are back on the rise. We have come too far to turn back now."—President Obama";;;;"255787371587588096";https://twitter.com/BarackObama/status/255787371587588096
;2012/10/09;827;306;"President Obama: "We repealed 'Don’t Ask, Don’t Tell,' as I promised we would."";;;;"255784304242728960";https://twitter.com/BarackObama/status/255784304242728960
;2012/10/09;1414;406;""We passed health care reform, also known as Obamacare, because I do care. I don’t want insurance companies jerking you around anymore."";;;;"255782616589017088";https://twitter.com/BarackObama/status/255782616589017088
;2012/10/09;1737;465;"President Obama: "I promised to end the war in Iraq, and we did."";;;;"255780992021852160";https://twitter.com/BarackObama/status/255780992021852160
;2012/10/09;1524;297;"President Obama: "I need you fired up, I need you ready to go vote. Because we've got some work to do. We've got an election to win."";;;;"255780018276417537";https://twitter.com/BarackObama/status/255780018276417537
;2012/10/09;498;91;""I've got a question for you, Buckeyes. Are you registered to vote? Because if you're not, today is the last day you can get registered."";;;;"255778787663413249";https://twitter.com/BarackObama/status/255778787663413249
;2012/10/09;608;241;"President Obama: "Hello, Buckeyes! O-H..." Audience: "I-O!"";;;;"255778186946813953";https://twitter.com/BarackObama/status/255778186946813953
;2012/10/09;166;75;"We’ll be live-tweeting the President’s speech on @Obama2012—follow along for the latest.";;@Obama2012;;"255777481632673792";https://twitter.com/BarackObama/status/255777481632673792
;2012/10/09;130;58;"Watch live: President Obama speaks in Ohio about the stark choice we face in this election. http://OFA.BO/YsYyiN ";;;;"255777201713197057";https://twitter.com/BarackObama/status/255777201713197057
;2012/10/09;1147;150;"You can register to vote in less than 5 minutes. Get it done right here before it’s too late ---> http://OFA.BO/wt7LmC  #RegToVote";;;#RegToVote;"255769728155525120";https://twitter.com/BarackObama/status/255769728155525120
;2012/10/09;1091;91;"Worth a RT: Today’s the last day to register to vote in several states. Fill out your form here—then mail it in. http://OFA.BO/5eMogF ";;;;"255749643831476224";https://twitter.com/BarackObama/status/255749643831476224
;2012/10/09;618;108;"For many families, Medicaid is the only way to afford care for the elderly—but Romney’s budget would cut it by a third:http://OFA.BO/MaUUGs ";;;;"255741671071961088";https://twitter.com/BarackObama/status/255741671071961088
;2012/10/09;1099;132;"Today’s the deadline to register to vote in several states. Take a minute to fill out your form—then mail it in today: http://OFA.BO/opwaD8 ";;;;"255706812521779202";https://twitter.com/BarackObama/status/255706812521779202
;2012/10/09;1449;210;"RT this so your friends know the choice on taxes in this election: http://OFA.BO/at29Th ,pic.twitter.com/xn62Czhv";;;;"255693971060314112";https://twitter.com/BarackObama/status/255693971060314112
;2012/10/09;1465;182;"28 days 'til Election Day, but today's the voter registration deadline in many states. Fill out your form & mail it in: http://OFA.BO/9F2iLP ";;;;"255681860120764417";https://twitter.com/BarackObama/status/255681860120764417
